uid	:ID	identifier:string	name:string	:LABEL
38553	ORPHA:391316	ORPHA:391316	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	Disease
38554	83752	83752	LONP2	Gene
38555	GO:0060606	GO:0060606	tube closure	Biological Process
38556	ORPHA:86830	ORPHA:86830	Chronic myeloproliferative disease, unclassifiable	Disease
38557	GO:0042532	GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein	Biological Process
38558	3562	3562	IL3	Gene
38559	11101	11101	ATE1	Gene
38560	150160	150160	CCT8L2	Gene
38561	285423	285423	LOC285423	Gene
38562	DB00805	DB00805	Minaprine	Compound
38563	839	839	CASP6	Gene
38564	ORPHA:101001	ORPHA:101001	Autosomal recessive spastic paraplegia type 21	Disease
38565	GO:0044275	GO:0044275	cellular carbohydrate catabolic process	Biological Process
38566	DB00960	DB00960	Pindolol	Compound
38567	GO:0090537	GO:0090537	CERF complex	Cellular Component
38568	C0151705	C0151705	Retroperitoneal haemorrhage	Side Effect
38569	GO:1901068	GO:1901068	guanosine-containing compound metabolic process	Biological Process
38570	GO:0060632	GO:0060632	regulation of microtubule-based movement	Biological Process
38571	26045	26045	LRRTM2	Gene
38572	C3267019	C3267019	Central nervous system haemorrhage	Side Effect
38573	GO:1902533	GO:1902533	positive regulation of intracellular signal transduction	Biological Process
38574	100505573	100505573	INAFM2	Gene
38575	GO:0005751	GO:0005751	mitochondrial respiratory chain complex IV	Cellular Component
38576	PC7_7501	PC7_7501	Signaling mediated by p38-gamma and p38-delta	Pathway
38577	4153	4153	MBL2	Gene
38578	GO:0045922	GO:0045922	negative regulation of fatty acid metabolic process	Biological Process
38579	C0005758	C0005758	Blister	Side Effect
38580	50939	50939	IMPG2	Gene
38581	6038	6038	RNASE4	Gene
38582	1656	1656	DDX6	Gene
38583	HP:0001756	HP:0001756	Vestibular hypofunction	Symptom
38584	C0085616	C0085616	Vasospasm	Side Effect
38585	GO:2000766	GO:2000766	negative regulation of cytoplasmic translation	Biological Process
38586	388595	388595	TMEM82	Gene
38587	2854	2854	GPR32	Gene
38588	10905	10905	MAN1A2	Gene
38589	GO:0070571	GO:0070571	negative regulation of neuron projection regeneration	Biological Process
38590	HP:0002346	HP:0002346	Head tremor	Symptom
38591	ORPHA:31709	ORPHA:31709	Infantile convulsions and choreoathetosis	Disease
38592	81550	81550	TDRD3	Gene
38593	23221	23221	RHOBTB2	Gene
38594	GO:0060147	GO:0060147	regulation of posttranscriptional gene silencing	Biological Process
38595	5342	5342	PLGLB2	Gene
38596	C1328308	C1328308	Increased upper airway secretion	Side Effect
38597	643	643	CXCR5	Gene
38598	8438	8438	RAD54L	Gene
38599	3071	3071	NCKAP1L	Gene
38600	79083	79083	MLPH	Gene
38601	100507588	100507588	TGFBR3L	Gene
38602	6168	6168	RPL37A	Gene
38603	9811	9811	CTIF	Gene
38604	148870	148870	CCDC27	Gene
38605	GO:0032966	GO:0032966	negative regulation of collagen biosynthetic process	Biological Process
38606	254268	254268	AKNAD1	Gene
38607	GO:1903261	GO:1903261	regulation of serine phosphorylation of STAT3 protein	Biological Process
38608	23523	23523	CABIN1	Gene
38609	GO:0043632	GO:0043632	modification-dependent macromolecule catabolic process	Biological Process
38610	HP:0100639	HP:0100639	Erectile abnormalities	Symptom
38611	C0035232	C0035232	Respiratory paralysis	Side Effect
38612	ORPHA:67046	ORPHA:67046	3-methylglutaconic aciduria type 1	Disease
38613	5586	5586	PKN2	Gene
38614	GO:0071567	GO:0071567	UFM1 hydrolase activity	Molecular Function
38615	GO:0072135	GO:0072135	kidney mesenchymal cell proliferation	Biological Process
38616	56204	56204	FAM214A	Gene
38617	63943	63943	FKBPL	Gene
38618	256815	256815	C10orf67	Gene
38619	ORPHA:148	ORPHA:148	Multiple carboxylase deficiency	Disease
38620	C0162810	C0162810	Hypertrophic scar	Side Effect
38621	GO:0071695	GO:0071695	anatomical structure maturation	Biological Process
38622	PC7_4161	PC7_4161	Glucocorticoid receptor regulatory network	Pathway
38623	DB00656	DB00656	Trazodone	Compound
38624	GO:2001016	GO:2001016	positive regulation of skeletal muscle cell differentiation	Biological Process
38625	DB01422	DB01422	Nitroxoline	Compound
38626	55110	55110	MAGOHB	Gene
38627	GO:0060577	GO:0060577	pulmonary vein morphogenesis	Biological Process
38628	HP:0010443	HP:0010443	Bifid femur	Symptom
38629	WP699_r70509	WP699_r70509	Aflatoxin B1 metabolism	Pathway
38630	HP:0009824	HP:0009824	Upper limb undergrowth	Symptom
38631	C0237849	C0237849	Skin exfoliation	Side Effect
38632	1620	1620	BRINP1	Gene
38633	140687	140687	GCNT7	Gene
38634	148418	148418	SAMD13	Gene
38635	GO:1900222	GO:1900222	negative regulation of beta-amyloid clearance	Biological Process
38636	UBERON:0002018	UBERON:0002018	synovial membrane of synovial joint	Anatomy
38637	GO:0032356	GO:0032356	oxidized DNA binding	Molecular Function
38638	C2938972	C2938972	Penile haematoma	Side Effect
38639	GO:0001672	GO:0001672	regulation of chromatin assembly or disassembly	Biological Process
38640	22879	22879	MON1B	Gene
38641	HP:0000200	HP:0000200	Short lingual frenulum	Symptom
38642	ORPHA:319182	ORPHA:319182	Wiedemann-Steiner syndrome	Disease
38643	4878	4878	NPPA	Gene
38644	N0000000146	N0000000146	Androgen Receptor Agonists	Pharmacologic Class
38645	PC7_4112	PC7_4112	Gene Expression	Pathway
38646	55752	55752	SEPT11	Gene
38647	GO:0008732	GO:0008732	L-allo-threonine aldolase activity	Molecular Function
38648	ORPHA:251056	ORPHA:251056	6q25 microdeletion syndrome	Disease
38649	126820	126820	WDR63	Gene
38650	57125	57125	PLXDC1	Gene
38651	HP:0010791	HP:0010791	Hyperplasia of the Leydig cells	Symptom
38652	PC7_1623	PC7_1623	Amine compound SLC transporters	Pathway
38653	HP:0001874	HP:0001874	Abnormality of neutrophils	Symptom
38654	GO:0051282	GO:0051282	regulation of sequestering of calcium ion	Biological Process
38655	3643	3643	INSR	Gene
38656	54914	54914	FOCAD	Gene
38657	100128124	100128124	HGC6.3	Gene
38658	GO:0003829	GO:0003829	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	Molecular Function
38659	90070	90070	LACRT	Gene
38660	386653	386653	IL31	Gene
38661	6011	6011	GRK1	Gene
38662	GO:0002495	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	Biological Process
38663	ORPHA:424107	ORPHA:424107	Congenital myopathy with myasthenic-like onset	Disease
38664	GO:0071285	GO:0071285	cellular response to lithium ion	Biological Process
38665	C0240717	C0240717	Perineal pain	Side Effect
38666	79864	79864	C11orf63	Gene
38667	HP:0003045	HP:0003045	Abnormality of the patella	Symptom
38668	284827	284827	KRTAP13-4	Gene
38669	GO:0016717	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	Molecular Function
38670	84675	84675	TRIM55	Gene
38671	GO:0042560	GO:0042560	pteridine-containing compound catabolic process	Biological Process
38672	HP:0005487	HP:0005487	Prominent metopic ridge	Symptom
38673	C0008497	C0008497	Choriocarcinoma	Side Effect
38674	DB01139	DB01139	Cefapirin	Compound
38675	D008569	D008569	Memory Disorders	Symptom
38676	GO:0009189	GO:0009189	deoxyribonucleoside diphosphate biosynthetic process	Biological Process
38677	102723475	102723475	LOC102723475	Gene
38678	C0521662	C0521662	Hemiplegia transient	Side Effect
38679	GO:0019781	GO:0019781	NEDD8 activating enzyme activity	Molecular Function
38680	56673	56673	C11orf16	Gene
38681	C0015914	C0015914	Fertilization	Side Effect
38682	C0014550	C0014550	Myoclonic epilepsy	Side Effect
38683	83893	83893	SPATA16	Gene
38684	222696	222696	ZSCAN23	Gene
38685	22999	22999	RIMS1	Gene
38686	GO:0002097	GO:0002097	tRNA wobble base modification	Biological Process
38687	3191	3191	HNRNPL	Gene
38688	11178	11178	LZTS1	Gene
38689	100288797	100288797	TMEM239	Gene
38690	ORPHA:2783	ORPHA:2783	Autosomal dominant osteopetrosis type 1	Disease
38691	GO:0045121	GO:0045121	membrane raft	Cellular Component
38692	81887	81887	LAS1L	Gene
38693	GO:0017128	GO:0017128	phospholipid scramblase activity	Molecular Function
38694	GO:0098533	GO:0098533	ATPase dependent transmembrane transport complex	Cellular Component
38695	ORPHA:353284	ORPHA:353284	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	Disease
38696	8455	8455	ATRN	Gene
38697	ORPHA:456369	ORPHA:456369	Polyglucosan body myopathy type 2	Disease
38698	79156	79156	PLEKHF1	Gene
38699	101929839	101929839	LOC101929839	Gene
38700	C0341164	C0341164	Gastric ulcer haemorrhage	Side Effect
38701	ORPHA:650	ORPHA:650	LCAT deficiency	Disease
38702	C0042258	C0042258	Vaginal neoplasm	Side Effect
38703	6441	6441	SFTPD	Gene
38704	HP:0000670	HP:0000670	Carious teeth	Symptom
38705	GO:2000683	GO:2000683	regulation of cellular response to X-ray	Biological Process
38706	HP:0008391	HP:0008391	Dystrophic fingernails	Symptom
38707	C0231613	C0231613	Occipital headache	Side Effect
38708	C0016722	C0016722	Frigidity	Side Effect
38709	D059245	D059245	Transient Tachypnea of the Newborn	Symptom
38710	197358	197358	NLRC3	Gene
38711	5859	5859	QARS	Gene
38712	GO:0017187	GO:0017187	peptidyl-glutamic acid carboxylation	Biological Process
38713	54808	54808	DYM	Gene
38714	90113	90113	VWA5B2	Gene
38715	GO:0070070	GO:0070070	proton-transporting V-type ATPase complex assembly	Biological Process
38716	C1258192	C1258192	Vascular resistance systemic	Side Effect
38717	UBERON:0000473	UBERON:0000473	testis	Anatomy
38718	257144	257144	GCSAM	Gene
38719	2995	2995	GYPC	Gene
38720	10726	10726	NUDC	Gene
38721	C0549250	C0549250	Jaw stiffness	Side Effect
38722	UBERON:0002519	UBERON:0002519	otolithic part of statoconial membrane	Anatomy
38723	219982	219982	OR5A1	Gene
38724	PC7_8346	PC7_8346	Transport of Mature mRNAs Derived from Intronless Transcripts	Pathway
38725	GO:0070671	GO:0070671	response to interleukin-12	Biological Process
38726	GO:0016620	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	Molecular Function
38727	163175	163175	LGI4	Gene
38728	C0017185	C0017185	Gastrointestinal neoplasm	Side Effect
38729	UBERON:0001587	UBERON:0001587	subclavian vein	Anatomy
38730	100996413	100996413	LOC100996413	Gene
38731	57572	57572	DOCK6	Gene
38732	HP:0004482	HP:0004482	Relative macrocephaly	Symptom
38733	HP:0009816	HP:0009816	Lower limb undergrowth	Symptom
38734	1893	1893	ECM1	Gene
38735	HP:0040188	HP:0040188	Osteochondrosis	Symptom
38736	GO:0044550	GO:0044550	secondary metabolite biosynthetic process	Biological Process
38737	GO:0015382	GO:0015382	sodium:sulfate symporter activity	Molecular Function
38738	7874	7874	USP7	Gene
38739	GO:0097368	GO:0097368	establishment of Sertoli cell barrier	Biological Process
38740	23144	23144	ZC3H3	Gene
38741	HP:0009711	HP:0009711	Retinal capillary hemangioma	Symptom
38742	8993	8993	PGLYRP1	Gene
38743	GO:0072088	GO:0072088	nephron epithelium morphogenesis	Biological Process
38744	85456	85456	TNKS1BP1	Gene
38745	138429	138429	PIP5KL1	Gene
38746	ORPHA:2349	ORPHA:2349	Muscular pseudohypertrophy-hypothyroidism syndrome	Disease
38747	414149	414149	ACBD7	Gene
38748	C0521706	C0521706	Cataract unilateral	Side Effect
38749	ORPHA:1305	ORPHA:1305	Feingold syndrome	Disease
38750	55833	55833	UBAP2	Gene
38751	GO:0032846	GO:0032846	positive regulation of homeostatic process	Biological Process
38752	ORPHA:581	ORPHA:581	Mucopolysaccharidosis type 3	Disease
38753	C1963789	C1963789	Genital swelling	Side Effect
38754	GO:0031862	GO:0031862	prostanoid receptor binding	Molecular Function
38755	2543	2543	GAGE1	Gene
38756	80727	80727	TTYH3	Gene
38757	D012607	D012607	Scotoma	Symptom
38758	5629	5629	PROX1	Gene
38759	GO:0032836	GO:0032836	glomerular basement membrane development	Biological Process
38760	254225	254225	RNF169	Gene
38761	3908	3908	LAMA2	Gene
38762	27173	27173	SLC39A1	Gene
38763	GO:0051384	GO:0051384	response to glucocorticoid	Biological Process
38764	DB06287	DB06287	Temsirolimus	Compound
38765	ORPHA:1864	ORPHA:1864	Congenital valvular dysplasia	Disease
38766	100129083	100129083	LOC100129083	Gene
38767	ORPHA:309239	ORPHA:309239	Tay-Sachs disease, B1 variant	Disease
38768	9236	9236	CCPG1	Gene
38769	ORPHA:96264	ORPHA:96264	49,XXXXY syndrome	Disease
38770	C1112773	C1112773	Post procedural diarrhoea	Side Effect
38771	GO:2000232	GO:2000232	regulation of rRNA processing	Biological Process
38772	HP:0005945	HP:0005945	Laryngeal obstruction	Symptom
38773	22948	22948	CCT5	Gene
38774	ORPHA:88644	ORPHA:88644	Autosomal recessive ataxia, Beauce type	Disease
38775	402415	402415	XKRX	Gene
38776	GO:2000169	GO:2000169	regulation of peptidyl-cysteine S-nitrosylation	Biological Process
38777	HP:0002725	HP:0002725	Systemic lupus erythematosus	Symptom
38778	5019	5019	OXCT1	Gene
38779	GO:0016903	GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	Molecular Function
38780	C1112443	C1112443	Male sexual dysfunction	Side Effect
38781	GO:0035418	GO:0035418	protein localization to synapse	Biological Process
38782	GO:0060594	GO:0060594	mammary gland specification	Biological Process
38783	GO:0018393	GO:0018393	internal peptidyl-lysine acetylation	Biological Process
38784	ORPHA:85287	ORPHA:85287	X-linked intellectual disability, Siderius type	Disease
38785	GO:0090189	GO:0090189	regulation of branching involved in ureteric bud morphogenesis	Biological Process
38786	GO:0060263	GO:0060263	regulation of respiratory burst	Biological Process
38787	GO:0061101	GO:0061101	neuroendocrine cell differentiation	Biological Process
38788	GO:0071715	GO:0071715	icosanoid transport	Biological Process
38789	100527949	100527949	GIMAP1-GIMAP5	Gene
38790	3712	3712	IVD	Gene
38791	GO:0019763	GO:0019763	immunoglobulin receptor activity	Molecular Function
38792	54543	54543	TOMM7	Gene
38793	GO:0042526	GO:0042526	positive regulation of tyrosine phosphorylation of Stat6 protein	Biological Process
38794	C0006079	C0006079	Bowen's disease	Side Effect
38795	C1262006	C1262006	Sinusitis bacterial	Side Effect
38796	1053	1053	CEBPE	Gene
38797	8784	8784	TNFRSF18	Gene
38798	HP:0001304	HP:0001304	Torsion dystonia	Symptom
38799	GO:0033239	GO:0033239	negative regulation of cellular amine metabolic process	Biological Process
38800	UBERON:0000057	UBERON:0000057	urethra	Anatomy
38801	GO:0033363	GO:0033363	secretory granule organization	Biological Process
38802	GO:0090232	GO:0090232	positive regulation of spindle checkpoint	Biological Process
38803	6778	6778	STAT6	Gene
38804	GO:0045118	GO:0045118	azole transporter activity	Molecular Function
38805	C1260922	C1260922	Respiration abnormal	Side Effect
38806	192111	192111	PGAM5	Gene
38807	84296	84296	GINS4	Gene
38808	PC7_3808	PC7_3808	FCGR activation	Pathway
38809	286077	286077	FAM83H	Gene
38810	GO:0070192	GO:0070192	chromosome organization involved in meiotic cell cycle	Biological Process
38811	GO:0046068	GO:0046068	cGMP metabolic process	Biological Process
38812	440414	440414	TRE17	Gene
38813	80196	80196	RNF34	Gene
38814	729458	729458	LOC729458	Gene
38815	ORPHA:72	ORPHA:72	Angelman syndrome	Disease
38816	5932	5932	RBBP8	Gene
38817	GO:0043425	GO:0043425	bHLH transcription factor binding	Molecular Function
38818	C0038354	C0038354	Gastric disorder	Side Effect
38819	GO:0015563	GO:0015563	uptake transmembrane transporter activity	Molecular Function
38820	HP:0008069	HP:0008069	Neoplasm of the skin	Symptom
38821	HP:0004220	HP:0004220	Short middle phalanx of the 5th finger	Symptom
38822	GO:0000101	GO:0000101	sulfur amino acid transport	Biological Process
38823	GO:0015616	GO:0015616	DNA translocase activity	Molecular Function
38824	GO:0006897	GO:0006897	endocytosis	Biological Process
38825	GO:0048661	GO:0048661	positive regulation of smooth muscle cell proliferation	Biological Process
38826	GO:0044332	GO:0044332	Wnt signaling pathway involved in dorsal/ventral axis specification	Biological Process
38827	GO:0046755	GO:0046755	viral budding	Biological Process
38828	GO:0016891	GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	Molecular Function
38829	51227	51227	PIGP	Gene
38830	UBERON:0001866	UBERON:0001866	sebum	Anatomy
38831	ORPHA:478049	ORPHA:478049	Lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome	Disease
38832	6582	6582	SLC22A2	Gene
38833	10217	10217	CTDSPL	Gene
38834	GO:0032926	GO:0032926	negative regulation of activin receptor signaling pathway	Biological Process
38835	ORPHA:71290	ORPHA:71290	Hereditary thrombocytopenia with normal platelets-hematological cancer predisposition syndrome	Disease
38836	84100	84100	ARL6	Gene
38837	GO:0002688	GO:0002688	regulation of leukocyte chemotaxis	Biological Process
38838	ORPHA:79087	ORPHA:79087	Partial acquired lipodystrophy	Disease
38839	162540	162540	SPPL2C	Gene
38840	GO:0071936	GO:0071936	coreceptor activity involved in Wnt signaling pathway	Molecular Function
38841	GO:0015645	GO:0015645	fatty acid ligase activity	Molecular Function
38842	C0699893	C0699893	Skin carcinoma	Side Effect
38843	729262	729262	NUTM2B	Gene
38844	ORPHA:90368	ORPHA:90368	Hypotrichosis simplex of the scalp	Disease
38845	128821	128821	CST9L	Gene
38846	5480	5480	PPIC	Gene
38847	HP:0002206	HP:0002206	Pulmonary fibrosis	Symptom
38848	56106	56106	PCDHGA10	Gene
38849	DB00751	DB00751	Epinastine	Compound
38850	91057	91057	CCDC34	Gene
38851	133688	133688	UGT3A1	Gene
38852	C0549447	C0549447	Urine odour foul	Side Effect
38853	ORPHA:794	ORPHA:794	Saethre-Chotzen syndrome	Disease
38854	728621	728621	CCDC30	Gene
38855	DB06148	DB06148	Mianserin	Compound
38856	405	405	ARNT	Gene
38857	GO:0016303	GO:0016303	1-phosphatidylinositol-3-kinase activity	Molecular Function
38858	GO:0032525	GO:0032525	somite rostral/caudal axis specification	Biological Process
38859	6742	6742	SSBP1	Gene
38860	C0751265	C0751265	Learning disability	Side Effect
38861	2034	2034	EPAS1	Gene
38862	GO:0055089	GO:0055089	fatty acid homeostasis	Biological Process
38863	UBERON:0001456	UBERON:0001456	face	Anatomy
38864	C0151834	C0151834	Papanicolaou smear suspicious	Side Effect
38865	GO:0098779	GO:0098779	mitophagy in response to mitochondrial depolarization	Biological Process
38866	GO:0045410	GO:0045410	positive regulation of interleukin-6 biosynthetic process	Biological Process
38867	146562	146562	C16orf71	Gene
38868	23285	23285	KIAA1107	Gene
38869	PC7_1857	PC7_1857	Aurora C signaling	Pathway
38870	GO:0002248	GO:0002248	connective tissue replacement involved in inflammatory response wound healing	Biological Process
38871	57724	57724	EPG5	Gene
38872	GO:0042148	GO:0042148	strand invasion	Biological Process
38873	GO:1903333	GO:1903333	negative regulation of protein folding	Biological Process
38874	GO:0060216	GO:0060216	definitive hemopoiesis	Biological Process
38875	143903	143903	LAYN	Gene
38876	C0376297	C0376297	Cardiac death	Side Effect
38877	55654	55654	TMEM127	Gene
38878	GO:1990357	GO:1990357	terminal web	Cellular Component
38879	GO:0009247	GO:0009247	glycolipid biosynthetic process	Biological Process
38880	730183	730183	LOC730183	Gene
38881	C0425492	C0425492	Respiration irregularity	Side Effect
38882	C0577559	C0577559	Mass	Side Effect
38883	GO:2000823	GO:2000823	regulation of androgen receptor activity	Biological Process
38884	D003371	D003371	Cough	Symptom
38885	65078	65078	RTN4R	Gene
38886	GO:0046923	GO:0046923	ER retention sequence binding	Molecular Function
38887	GO:0002924	GO:0002924	negative regulation of humoral immune response mediated by circulating immunoglobulin	Biological Process
38888	4049	4049	LTA	Gene
38889	HP:0002152	HP:0002152	Hyperproteinemia	Symptom
38890	27314	27314	RAB30	Gene
38891	54872	54872	PIGG	Gene
38892	HP:0000411	HP:0000411	Protruding ear	Symptom
38893	GO:1902219	GO:1902219	negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress	Biological Process
38894	GO:1900181	GO:1900181	negative regulation of protein localization to nucleus	Biological Process
38895	124923	124923	SGK494	Gene
38896	1326	1326	MAP3K8	Gene
38897	9057	9057	SLC7A6	Gene
38898	GO:0030838	GO:0030838	positive regulation of actin filament polymerization	Biological Process
38899	DB00771	DB00771	Clidinium	Compound
38900	GO:0019322	GO:0019322	pentose biosynthetic process	Biological Process
38901	102724668	102724668	LOC102724668	Gene
38902	DB00349	DB00349	Clobazam	Compound
38903	253725	253725	FAM21C	Gene
38904	7307	7307	U2AF1	Gene
38905	26212	26212	OR2B6	Gene
38906	C0162323	C0162323	Polyarthritis	Side Effect
38907	79974	79974	CPED1	Gene
38908	57528	57528	KCTD16	Gene
38909	84889	84889	SLC7A3	Gene
38910	GO:1990502	GO:1990502	dense core granule maturation	Biological Process
38911	4832	4832	NME3	Gene
38912	HP:0010832	HP:0010832	Abnormality of pain sensation	Symptom
38913	GO:0071868	GO:0071868	cellular response to monoamine stimulus	Biological Process
38914	GO:0061402	GO:0061402	positive regulation of transcription from RNA polymerase II promoter in response to acidic pH	Biological Process
38915	HP:0000712	HP:0000712	Emotional lability	Symptom
38916	GO:0003956	GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	Molecular Function
38917	HP:0002893	HP:0002893	Pituitary adenoma	Symptom
38918	HP:0000389	HP:0000389	Chronic otitis media	Symptom
38919	56895	56895	AGPAT4	Gene
38920	C0039504	C0039504	Tendon injury	Side Effect
38921	80152	80152	CENPT	Gene
38922	83795	83795	KCNK16	Gene
38923	91782	91782	CHMP7	Gene
38924	PC7_3974	PC7_3974	Formation of tubulin folding intermediates by CCT/TriC	Pathway
38925	GO:0048305	GO:0048305	immunoglobulin secretion	Biological Process
38926	114791	114791	TUBGCP5	Gene
38927	DB00525	DB00525	Tolnaftate	Compound
38928	GO:0008654	GO:0008654	phospholipid biosynthetic process	Biological Process
38929	11072	11072	DUSP14	Gene
38930	54676	54676	GTPBP2	Gene
38931	C0341318	C0341318	Enterocutaneous fistula	Side Effect
38932	286514	286514	MAGEB18	Gene
38933	ORPHA:65743	ORPHA:65743	Autosomal dominant multiple pterygium syndrome	Disease
38934	874	874	CBR3	Gene
38935	GO:0031064	GO:0031064	negative regulation of histone deacetylation	Biological Process
38936	56659	56659	KCNK13	Gene
38937	GO:0052846	GO:0052846	inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity	Molecular Function
38938	N0000175833	N0000175833	Acidifying Activity	Pharmacologic Class
38939	101929989	101929989	LOC101929989	Gene
38940	C0235315	C0235315	Faeces discoloured	Side Effect
38941	GO:0034191	GO:0034191	apolipoprotein A-I receptor binding	Molecular Function
38942	GO:0000711	GO:0000711	meiotic DNA repair synthesis	Biological Process
38943	ORPHA:137898	ORPHA:137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	Disease
38944	6855	6855	SYP	Gene
38945	DB04711	DB04711	Iodipamide	Compound
38946	ORPHA:1380	ORPHA:1380	Cataract-nephropathy-encephalopathy syndrome	Disease
38947	GO:2000983	GO:2000983	regulation of ATP citrate synthase activity	Biological Process
38948	84437	84437	MSANTD4	Gene
38949	C0549400	C0549400	Apgar score low	Side Effect
38950	4188	4188	MDFI	Gene
38951	ORPHA:308410	ORPHA:308410	Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency	Disease
38952	C0026821	C0026821	Cramp muscle	Side Effect
38953	GO:0090187	GO:0090187	positive regulation of pancreatic juice secretion	Biological Process
38954	PC7_3433	PC7_3433	ERK activation	Pathway
38955	ORPHA:1806	ORPHA:1806	Ectodermal dysplasia-blindness syndrome	Disease
38956	378950	378950	RBMY1E	Gene
38957	DB01205	DB01205	Flumazenil	Compound
38958	GO:0021543	GO:0021543	pallium development	Biological Process
38959	GO:0000462	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process
38960	202865	202865	C7orf33	Gene
38961	GO:0006749	GO:0006749	glutathione metabolic process	Biological Process
38962	2889	2889	RAPGEF1	Gene
38963	10940	10940	POP1	Gene
38964	199713	199713	NLRP7	Gene
38965	GO:1902024	GO:1902024	L-histidine transport	Biological Process
38966	PC7_2569	PC7_2569	Chondroitin sulfate/dermatan sulfate metabolism	Pathway
38967	220388	220388	CCDC89	Gene
38968	DB00795	DB00795	Sulfasalazine	Compound
38969	678	678	ZFP36L2	Gene
38970	GO:0048820	GO:0048820	hair follicle maturation	Biological Process
38971	GO:1902232	GO:1902232	regulation of positive thymic T cell selection	Biological Process
38972	105378158	105378158	LOC105378158	Gene
38973	GO:0032009	GO:0032009	early phagosome	Cellular Component
38974	GO:0010765	GO:0010765	positive regulation of sodium ion transport	Biological Process
38975	HP:0000556	HP:0000556	Retinal dystrophy	Symptom
38976	9846	9846	GAB2	Gene
38977	GO:1901837	GO:1901837	negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter	Biological Process
38978	DB01057	DB01057	Echothiophate	Compound
38979	80122	80122	MAP3K19	Gene
38980	338398	338398	TAS2R60	Gene
38981	GO:0008091	GO:0008091	spectrin	Cellular Component
38982	GO:0031766	GO:0031766	type 3 galanin receptor binding	Molecular Function
38983	GO:0060201	GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane	Cellular Component
38984	ORPHA:98848	ORPHA:98848	Indolent systemic mastocytosis	Disease
38985	23302	23302	WSCD1	Gene
38986	GO:0001543	GO:0001543	ovarian follicle rupture	Biological Process
38987	DB00420	DB00420	Promazine	Compound
38988	HP:0000414	HP:0000414	Bulbous nose	Symptom
38989	GO:0036315	GO:0036315	cellular response to sterol	Biological Process
38990	85358	85358	SHANK3	Gene
38991	PC7_1548	PC7_1548	Activation of TRKA receptors	Pathway
38992	C0155789	C0155789	Oesophageal varices haemorrhage	Side Effect
38993	5621	5621	PRNP	Gene
38994	GO:0048554	GO:0048554	positive regulation of metalloenzyme activity	Biological Process
38995	GO:0048678	GO:0048678	response to axon injury	Biological Process
38996	63978	63978	PRDM14	Gene
38997	DB01121	DB01121	Phenacemide	Compound
38998	GO:0044034	GO:0044034	multi-organism biosynthetic process	Biological Process
38999	GO:0005689	GO:0005689	U12-type spliceosomal complex	Cellular Component
39000	GO:0032958	GO:0032958	inositol phosphate biosynthetic process	Biological Process
39001	2693	2693	GHSR	Gene
39002	10488	10488	CREB3	Gene
39003	ORPHA:435638	ORPHA:435638	3p25.3 microdeletion syndrome	Disease
39004	C0022572	C0022572	Keratoacanthoma	Side Effect
39005	115572	115572	FAM46B	Gene
39006	GO:0046643	GO:0046643	regulation of gamma-delta T cell activation	Biological Process
39007	226	226	ALDOA	Gene
39008	GO:0016875	GO:0016875	ligase activity, forming carbon-oxygen bonds	Molecular Function
39009	55145	55145	THAP1	Gene
39010	340554	340554	ZC3H12B	Gene
39011	GO:0009445	GO:0009445	putrescine metabolic process	Biological Process
39012	1663	1663	DDX11	Gene
39013	9650	9650	MTFR1	Gene
39014	C0239150	C0239150	Creatinine low	Side Effect
39015	GO:0021937	GO:0021937	cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation	Biological Process
39016	ORPHA:99867	ORPHA:99867	Thymoma	Disease
39017	80000	80000	GREB1L	Gene
39018	GO:0002905	GO:0002905	regulation of mature B cell apoptotic process	Biological Process
39019	C0235117	C0235117	Withdrawal emotional	Side Effect
39020	440243	440243	GOLGA6L22	Gene
39021	261729	261729	STEAP2	Gene
39022	ORPHA:1578	ORPHA:1578	Dehydratase deficiency	Disease
39023	22850	22850	ADNP2	Gene
39024	C0018932	C0018932	Haematochezia	Side Effect
39025	UBERON:0001016	UBERON:0001016	nervous system	Anatomy
